fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
1997,john,lober,The Machine,180.34,199.0,182.88,orthodox,1968-02-26,5,9,4,0.0,http://ufcstats.com/fighter-details/31652c9267606d54
1996,artem,lobov,The Russian Hammer,175.26,145.0,165.1,southpaw,1986-08-11,13,15,1,1.0,http://ufcstats.com/fighter-details/02f2a9702ba3d167
1995,dylan,lockard,Not Available,175.26,145.0,182.88,orthodox,1992-05-19,6,2,0,0.0,http://ufcstats.com/fighter-details/9caa254991a5a698
1994,sean,loeffler,The Destroyer,190.5,185.0,182.88,orthodox,1982-05-23,31,5,0,0.0,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
1993,christian,lohsen,Hollywood,187.96,155.0,195.58,southpaw,1995-01-24,4,2,0,0.0,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
1992,david,loiseau,The Crow,182.88,185.0,193.04,orthodox,1979-12-17,23,11,0,0.0,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
1991,hector,lombard,Not Available,175.26,185.0,180.34,southpaw,1978-02-02,34,10,1,2.0,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
1990,michael,lombardo,The Don,182.88,170.0,182.88,orthodox,1990-04-03,11,2,0,1.0,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
1989,rocky,long,Not Available,177.8,145.0,182.88,not available,1978-02-18,21,37,1,0.0,http://ufcstats.com/fighter-details/10e04e5e81f391a0
1988,thomas,longacre,Not Available,175.26,145.0,182.88,orthodox,1900-01-01,6,1,0,0.0,http://ufcstats.com/fighter-details/989be26791d0aad4
1987,loma,lookboonmee,Not Available,154.94,115.0,154.94,orthodox,1996-01-18,8,3,0,0.0,http://ufcstats.com/fighter-details/4e30e4250cb08b61
1986,ange,loosa,The Last Ninja,177.8,170.0,187.96,orthodox,1993-03-18,10,3,0,0.0,http://ufcstats.com/fighter-details/1497e735d9f2560a
1985,lucas,lopes,Not Available,187.96,185.0,182.88,not available,1979-10-05,29,19,0,0.0,http://ufcstats.com/fighter-details/1f70dd67ad507990
1984,dileno,lopes,Not Available,165.1,135.0,182.88,not available,1984-09-26,19,3,0,0.0,http://ufcstats.com/fighter-details/8270c00fae24c922
1983,diego,lopes,Not Available,180.34,145.0,182.88,orthodox,1994-12-30,22,6,0,0.0,http://ufcstats.com/fighter-details/f166e93d04a8c274
1982,bruno,lopes,Brunao,187.96,205.0,190.5,orthodox,1993-04-24,11,1,0,0.0,http://ufcstats.com/fighter-details/0abcf6bc47191219
1981,ivan,lopez,Not Available,167.64,135.0,182.88,southpaw,1900-01-01,14,3,1,0.0,http://ufcstats.com/fighter-details/0db9d2486d564a3c
1980,steve,lopez,Not Available,180.34,155.0,182.88,orthodox,1984-07-30,13,6,1,0.0,http://ufcstats.com/fighter-details/6085ceb59087514b
1979,federico,lopez,Kiko,162.56,139.0,182.88,orthodox,1900-01-01,10,6,0,0.0,http://ufcstats.com/fighter-details/9681e0ce67dc978b
1978,jorge,lopez,Not Available,177.8,170.0,182.88,orthodox,1988-11-21,11,5,0,0.0,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
1977,christopher,lopez,Not Available,177.8,170.0,182.88,not available,1986-01-30,9,1,0,1.0,http://ufcstats.com/fighter-details/5148a665aa527865
1976,matthew,lopez,Not Available,170.18,135.0,175.26,southpaw,1987-01-21,10,4,0,0.0,http://ufcstats.com/fighter-details/2fc7e9701642ca38
1975,benito,lopez,Golden Boy,177.8,135.0,185.42,switch,1994-04-06,10,2,0,0.0,http://ufcstats.com/fighter-details/773f7feacf96153e
1974,gustavo,lopez,Not Available,165.1,135.0,170.18,orthodox,1989-06-27,12,6,1,0.0,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
1973,brendan,loughnane,Not Available,177.8,145.0,177.8,switch,1989-12-05,17,3,0,0.0,http://ufcstats.com/fighter-details/b788862dd1c11eac
1972,nate,loughran,Not Available,187.96,185.0,182.88,orthodox,1980-07-28,11,2,0,0.0,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
1971,caolan,loughran,The Don,167.64,135.0,172.72,orthodox,1996-05-18,8,1,0,0.0,http://ufcstats.com/fighter-details/42ac4020cba261ad
1970,rashard,lovelace,Not Available,177.8,155.0,182.88,not available,1900-01-01,4,1,0,0.0,http://ufcstats.com/fighter-details/e601d71cf8e5be22
1969,ian,loveland,The Barn Owl,172.72,145.0,182.88,orthodox,1983-09-07,18,10,0,0.0,http://ufcstats.com/fighter-details/eea0274e153256a0
1968,jakob,lovstad,The Striking Viking,190.5,205.0,182.88,orthodox,1900-01-01,11,4,0,0.0,http://ufcstats.com/fighter-details/ad044be25c94dcfd
1967,waylon,lowe,Not Available,170.18,145.0,182.88,southpaw,1980-10-31,16,7,0,2.0,http://ufcstats.com/fighter-details/28f62d866c59c709
1966,brandon,lowe,Not Available,177.8,155.0,182.88,not available,1900-01-01,2,1,0,0.0,http://ufcstats.com/fighter-details/78ac94d54aa7f378
1965,joe,lowry,Not Available,180.34,155.0,185.42,orthodox,1989-12-12,9,2,0,0.0,http://ufcstats.com/fighter-details/86248c84834238e7
1964,lu,kai,The Last Gladiator,175.26,145.0,175.26,orthodox,1994-03-01,8,5,0,1.0,http://ufcstats.com/fighter-details/a2d23e684b3db732
1963,lu,zhengyong,Not Available,177.8,125.0,182.88,not available,1900-01-01,12,7,0,0.0,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
1962,robert,lucarelli,Not Available,187.96,245.0,182.88,not available,1900-01-01,0,1,0,0.0,http://ufcstats.com/fighter-details/96087e90d900f0ef
1961,matt,lucas,Luke Duke,185.42,205.0,182.88,not available,1900-01-01,15,3,0,0.0,http://ufcstats.com/fighter-details/668222c99c5c311d
1960,cleber,luciano,Not Available,167.64,155.0,182.88,not available,1900-01-01,14,6,0,0.0,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
1959,stephanie,luciano,Rondinha,167.64,115.0,165.1,orthodox,1999-12-16,5,1,1,0.0,http://ufcstats.com/fighter-details/1b35af4d1529adf6
1958,iasmin,lucindo,Not Available,160.02,115.0,167.64,orthodox,2002-01-08,15,5,0,0.0,http://ufcstats.com/fighter-details/abcf2cc6efc42031
1957,duane,ludwig,Bang,177.8,170.0,177.8,orthodox,1978-08-04,21,14,0,0.0,http://ufcstats.com/fighter-details/84ac950d4c1722dd
1956,mike,lullo,Not Available,172.72,145.0,182.88,orthodox,1979-07-24,8,3,0,0.0,http://ufcstats.com/fighter-details/e26882820f9e8df5
1955,dalcha,lungiambula,Champion,172.72,185.0,193.04,orthodox,1987-07-31,11,6,0,0.0,http://ufcstats.com/fighter-details/ce632027bf2a871b
1954,alexandru,lungu,Not Available,182.88,385.0,182.88,orthodox,1974-09-03,14,4,0,0.0,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
1953,vicente,luque,The Silent Assassin,180.34,170.0,190.5,orthodox,1991-11-27,22,9,1,0.0,http://ufcstats.com/fighter-details/6d4b63c767106d3a
1952,thaddeus,luster,Not Available,190.5,210.0,182.88,not available,1900-01-01,0,1,0,0.0,http://ufcstats.com/fighter-details/505934897b8b4824
1951,travis,lutter,The Serial Killer,180.34,185.0,190.5,orthodox,1973-05-12,10,6,0,0.0,http://ufcstats.com/fighter-details/622f015c81a9b13a
1950,tucker,lutz,Top Gun,172.72,145.0,182.88,orthodox,1994-07-12,12,4,0,0.0,http://ufcstats.com/fighter-details/7832f2f62f04178f
1949,lv,zhenhong,Not Available,172.72,145.0,170.18,switch,1993-06-25,16,6,0,0.0,http://ufcstats.com/fighter-details/5a4913108a3b9190
1948,stevie,lynch,Not Available,177.8,170.0,182.88,orthodox,1900-01-01,5,2,0,0.0,http://ufcstats.com/fighter-details/710d93f1508f7104
1947,adam,lynn,Not Available,177.8,155.0,182.88,orthodox,1900-01-01,17,10,0,1.0,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
1946,chris,lytle,Lights Out,180.34,170.0,172.72,orthodox,1974-08-18,31,18,5,0.0,http://ufcstats.com/fighter-details/91acd6910b802a9e
1945,dong,hyun ma,Maestro,180.34,155.0,177.8,orthodox,1988-09-09,16,11,3,0.0,http://ufcstats.com/fighter-details/98a6b2361045898f
1944,pawan,maan,Not Available,170.18,155.0,177.8,orthodox,1986-04-06,7,3,1,0.0,http://ufcstats.com/fighter-details/450bacdacd706bcd
1943,william,macario,Patolino,180.34,170.0,190.5,orthodox,1991-07-01,9,3,0,0.0,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
1942,jason,macdonald,The Athlete,190.5,185.0,203.2,orthodox,1975-06-03,25,16,0,0.0,http://ufcstats.com/fighter-details/2be6596a9db33bf5
1941,rob,macdonald,Maximus,190.5,205.0,198.12,orthodox,1978-09-05,5,4,0,0.0,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
1940,rory,macdonald,Red King,182.88,170.0,193.04,orthodox,1989-07-22,19,4,0,0.0,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
1939,ryan,macdonald,Main Event,180.34,135.0,180.34,switch,1993-03-18,10,2,0,0.0,http://ufcstats.com/fighter-details/35e1f9984ed64206
1938,clayton,macfarlane,Not Available,177.8,170.0,182.88,not available,1900-01-01,4,1,0,0.0,http://ufcstats.com/fighter-details/39831e62d12e7ad1
1937,ilima,macfarlane,Not Available,162.56,125.0,182.88,not available,1900-01-01,6,0,0,0.0,http://ufcstats.com/fighter-details/8cf90e41646491fd
1936,valesca,machado,Tina Black,162.56,115.0,160.02,orthodox,1996-05-06,8,3,0,1.0,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
1935,caio,machado,Bigfoot,193.04,250.0,198.12,southpaw,1994-07-20,8,1,1,0.0,http://ufcstats.com/fighter-details/89839250eb25c9c1
1934,lyoto,machida,The Dragon,185.42,185.0,187.96,southpaw,1978-05-30,24,8,0,0.0,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
1933,war,machine,Not Available,180.34,170.0,182.88,orthodox,1981-11-30,14,5,0,0.0,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
1932,anthony,macias,Mad Dog,175.26,185.0,182.88,switch,1900-01-01,26,18,0,0.0,http://ufcstats.com/fighter-details/dedc3bb440d09554
1931,pauline,macias,PITA,162.56,115.0,162.56,southpaw,1988-06-27,4,1,0,0.0,http://ufcstats.com/fighter-details/e88b83dea18f5d31
1930,reza,madadi,Mad Dog,180.34,155.0,185.42,orthodox,1978-06-20,14,6,0,0.0,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
1929,don,madge,Magic Man,182.88,155.0,182.88,southpaw,1990-11-12,9,3,1,0.0,http://ufcstats.com/fighter-details/68c7ad953455c73f
1928,ryan,madigan,Not Available,182.88,170.0,182.88,orthodox,1900-01-01,5,3,0,0.0,http://ufcstats.com/fighter-details/a8d521d913df4e31
1927,victor,madrigal,Periquito,170.18,135.0,180.34,orthodox,1990-08-16,15,5,0,0.0,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
1926,jon,madsen,Not Available,182.88,240.0,182.88,orthodox,1980-02-12,8,2,0,0.0,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
1925,mark,madsen,The Olympian,172.72,155.0,182.88,orthodox,1984-09-23,12,1,0,0.0,http://ufcstats.com/fighter-details/da0995f19b749cfa
1924,yoshiro,maeda,Not Available,170.18,139.0,172.72,southpaw,1981-10-31,35,16,5,0.0,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
1923,leonardo,mafra,Macarrao,177.8,155.0,177.8,orthodox,1989-04-25,13,4,0,0.0,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
1922,vinny,magalhaes,Pezao,190.5,205.0,190.5,orthodox,1984-07-02,14,9,0,1.0,http://ufcstats.com/fighter-details/88a9bc81271ccd89
1921,vinicius,magalhaes,Draculinho,177.8,145.0,182.88,not available,1971-07-30,2,1,0,0.0,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
1920,caio,magalhaes,Hellboy,185.42,185.0,185.42,orthodox,1987-12-14,10,3,0,0.0,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
1919,bernardo,magalhaes,Trekko,175.26,155.0,182.88,orthodox,1981-04-08,13,4,0,0.0,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
1918,eric,magana,Not Available,177.8,170.0,182.88,not available,1900-01-01,1,1,0,0.0,http://ufcstats.com/fighter-details/8db1b36dde268ef6
1917,brandon,magana,Not Available,177.8,170.0,182.88,orthodox,1900-01-01,6,2,0,0.0,http://ufcstats.com/fighter-details/2015c944226ad2df
1916,angela,magana,Your Majesty,154.94,115.0,165.1,orthodox,1983-08-02,11,9,0,0.0,http://ufcstats.com/fighter-details/bd878a638e0e3be3
1915,neil,magny,The Haitian Sensation,190.5,170.0,203.2,orthodox,1987-08-03,28,12,0,0.0,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
1914,raimond,magomedaliev,Not Available,185.42,170.0,190.5,orthodox,1990-06-10,10,1,0,0.0,http://ufcstats.com/fighter-details/d16373b3568678d4
1913,ibragim,magomedov,Not Available,182.88,250.0,182.88,orthodox,1900-01-01,22,8,1,0.0,http://ufcstats.com/fighter-details/e7e970d508529bf3
1912,rashid,magomedov,Highlander,175.26,155.0,177.8,orthodox,1984-11-29,20,2,0,0.0,http://ufcstats.com/fighter-details/7ea1f74cef32f906
1911,ruslan,magomedov,Leopard,190.5,242.0,198.12,orthodox,1986-11-26,14,1,0,0.0,http://ufcstats.com/fighter-details/369e1ce458ef50a6
1910,abus,magomedov,Not Available,187.96,185.0,198.12,orthodox,1990-09-02,25,5,1,0.0,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
1909,shara,magomedov,Bullet,187.96,185.0,182.88,not available,1994-05-16,11,0,0,0.0,http://ufcstats.com/fighter-details/06734ca9d88dec3a
1908,zabit,magomedsharipov,Not Available,185.42,145.0,185.42,orthodox,1991-03-01,18,1,0,0.0,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
1907,john,maguire,The One,175.26,155.0,175.26,southpaw,1983-05-19,24,9,0,0.0,http://ufcstats.com/fighter-details/1a7745388839e52b
1906,lolohea,mahe,Not Available,177.8,170.0,182.88,not available,1900-01-01,10,4,1,0.0,http://ufcstats.com/fighter-details/fb0b6593cec84356
1905,michelle,maher,Not Available,177.8,145.0,182.88,not available,1900-01-01,1,2,0,0.0,http://ufcstats.com/fighter-details/118463dd8db16e7f
1904,maheshate,unknown,Not Available,182.88,155.0,180.34,orthodox,1999-12-01,9,3,0,0.0,http://ufcstats.com/fighter-details/8c1ca54b5089d199
1903,bill,mahood,The Butcher,190.5,200.0,182.88,orthodox,1967-02-01,20,7,1,1.0,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
1902,klayton,mai,Not Available,175.26,125.0,182.88,not available,1986-11-30,8,3,0,0.0,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
1901,demian,maia,Not Available,185.42,170.0,182.88,southpaw,1977-11-06,28,11,0,0.0,http://ufcstats.com/fighter-details/427b5953ac8e3a27
1900,jennifer,maia,Not Available,162.56,125.0,162.56,orthodox,1988-10-06,21,9,1,0.0,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
1899,nayara,maia,Capita,165.1,125.0,167.64,orthodox,1990-07-25,7,1,1,0.0,http://ufcstats.com/fighter-details/03b1b79b34eaf217
1898,roshan,mainam,The Indian Notorious,177.8,135.0,182.88,not available,1900-01-01,6,3,0,0.0,http://ufcstats.com/fighter-details/b301292b1bc92bdb
1897,levan,makashvili,The Hornet,172.72,145.0,172.72,orthodox,1989-01-07,15,2,1,0.0,http://ufcstats.com/fighter-details/938ad489fb7a1f31
1896,john,makdessi,The Bull,172.72,155.0,172.72,orthodox,1985-05-03,18,9,0,0.0,http://ufcstats.com/fighter-details/c21a036b4e012f1c
1895,islam,makhachev,Not Available,177.8,155.0,177.8,southpaw,1991-10-27,24,1,0,0.0,http://ufcstats.com/fighter-details/275aca31f61ba28c
1894,aliev,makhmud,Not Available,167.64,195.0,182.88,southpaw,1970-02-13,0,1,0,0.0,http://ufcstats.com/fighter-details/3d481aa374c954a1
1893,zach,makovsky,Fun Size,162.56,125.0,162.56,southpaw,1983-04-19,20,8,0,0.0,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
1892,azat,maksum,Qazaq,170.18,125.0,177.8,southpaw,1995-02-02,17,0,0,0.0,http://ufcstats.com/fighter-details/7f1bf0c255ec8756
1891,jeremy,malaterre,Not Available,180.34,155.0,182.88,not available,1900-01-01,4,2,0,0.0,http://ufcstats.com/fighter-details/110404b505fb562c
1890,fabio,maldonado,Caipira de Aco,185.42,205.0,190.5,orthodox,1980-03-17,23,11,0,0.0,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
1889,marvin,maldonado,The Bulldog,167.64,135.0,182.88,not available,1900-01-01,2,4,0,1.0,http://ufcstats.com/fighter-details/e5ce754b01f922be
1888,bea,malecki,Not Available,175.26,135.0,187.96,orthodox,1991-08-23,4,1,0,0.0,http://ufcstats.com/fighter-details/b60c980f79b87ce8
1887,nazareno,malegarie,El Tigre,172.72,155.0,182.88,not available,1986-05-16,28,4,0,0.0,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
1886,carl,malenko,Not Available,180.34,200.0,182.88,orthodox,1900-01-01,6,4,0,0.0,http://ufcstats.com/fighter-details/a314687f372b2cec
1885,jacob,malkoun,Mamba,175.26,185.0,185.42,orthodox,1995-08-26,7,3,0,0.0,http://ufcstats.com/fighter-details/d4270315cbcf2569
1884,mike,malott,Proper,185.42,170.0,185.42,orthodox,1991-11-07,10,1,1,0.0,http://ufcstats.com/fighter-details/dd6103dd7127db1d
1883,dan,manasoiu,Not Available,177.8,170.0,182.88,not available,1900-01-01,0,0,0,0.0,http://ufcstats.com/fighter-details/eefc73b53d4a05d7
1882,troy,mandaloniz,Rude Boy,175.26,170.0,182.88,orthodox,1980-02-01,3,2,0,0.0,http://ufcstats.com/fighter-details/725a834930c2b5bf
1881,nate,maness,Mayhem,177.8,125.0,182.88,orthodox,1991-06-27,14,3,0,0.0,http://ufcstats.com/fighter-details/6e9f40c706f91f32
1880,michael,mangan,Not Available,177.8,155.0,182.88,not available,1900-01-01,0,3,0,0.0,http://ufcstats.com/fighter-details/9297ce6eee046f7a
1879,gary,mangat,Not Available,170.18,135.0,182.88,not available,1900-01-01,15,3,0,0.0,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
1878,melvin,manhoef,No Mercy,175.26,185.0,182.88,orthodox,1976-05-11,30,14,1,2.0,http://ufcstats.com/fighter-details/e5767ed355a937c2
1877,melchor,manibusan,Barracuda,165.1,154.0,182.88,southpaw,1976-12-27,2,4,0,0.0,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb
1876,jon,manley,Not Available,185.42,170.0,182.88,orthodox,1986-07-07,9,4,0,0.0,http://ufcstats.com/fighter-details/a0602dd050bebefc
1875,steve,mann,Not Available,185.42,170.0,182.88,not available,1900-01-01,12,5,0,0.0,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
1874,marnic,mann,The Sawed-Off Savage,152.4,115.0,162.56,southpaw,1993-03-05,6,2,0,0.0,http://ufcstats.com/fighter-details/b6203e0492a9336c
1873,dylan,mantello,The Quiet Man,185.42,155.0,185.42,orthodox,1992-11-19,7,3,0,0.0,http://ufcstats.com/fighter-details/e192ebb85b68fa9e
1872,chris,manuel,Not Available,175.26,135.0,182.88,orthodox,1987-07-21,9,7,2,0.0,http://ufcstats.com/fighter-details/a23e63184c65f5b8
1871,jimi,manuwa,Poster Boy,185.42,205.0,200.66,orthodox,1980-02-18,17,6,0,0.0,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
1870,cristiano,marcello,Not Available,175.26,155.0,182.88,orthodox,1977-12-03,13,6,0,0.0,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
1869,daniel,marcos,Soncora,170.18,135.0,175.26,orthodox,1993-03-07,15,0,0,0.0,http://ufcstats.com/fighter-details/850266b3dc4e506e
1868,jose,maria,No Chance,165.1,125.0,182.88,orthodox,1982-01-04,37,7,0,2.0,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
1867,marcos,mariano,Dhalsim,185.42,155.0,193.04,switch,1986-10-12,6,6,0,0.0,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
1866,enrique,marin,Wasabi,177.8,170.0,182.88,not available,1986-09-02,10,4,0,0.0,http://ufcstats.com/fighter-details/23a6e307077c6ccc
1865,chepe,mariscal,Machine Gun,170.18,145.0,175.26,orthodox,1992-10-27,15,6,1,0.0,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90
1864,ronny,markes,Not Available,185.42,185.0,190.5,orthodox,1988-04-21,17,5,0,0.0,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
1863,rory,markham,Not Available,182.88,170.0,180.34,orthodox,1982-03-25,17,6,0,0.0,http://ufcstats.com/fighter-details/23a16ebe733e3041
1862,randa,markos,Quiet Storm,162.56,115.0,160.02,orthodox,1985-08-10,11,12,1,0.0,http://ufcstats.com/fighter-details/4a57ebb14315b251
1861,christina,marks,Not Available,170.18,125.0,175.26,orthodox,1985-11-08,8,9,0,0.0,http://ufcstats.com/fighter-details/c7be22a47a58365a
1860,nate,marquardt,The Great,182.88,185.0,187.96,orthodox,1979-04-20,35,19,2,0.0,http://ufcstats.com/fighter-details/a8e6a69796280f17
1859,danilo,marques,Not Available,198.12,205.0,195.58,orthodox,1985-12-26,11,4,0,0.0,http://ufcstats.com/fighter-details/687c15b2eddfaa63
1858,julian,marquez,The Cuban Missile Crisis,187.96,185.0,182.88,orthodox,1990-05-08,9,4,0,0.0,http://ufcstats.com/fighter-details/d0e1b42d41dab603
1857,carmelo,marrero,The Fury,182.88,205.0,185.42,orthodox,1981-01-26,16,6,0,1.0,http://ufcstats.com/fighter-details/aa03a3ca00ac6827
1856,cesar,marscucci,Not Available,177.8,170.0,182.88,not available,1900-01-01,3,2,0,0.0,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
1855,john,marsh,Not Available,182.88,265.0,182.88,orthodox,1970-09-15,8,7,0,0.0,http://ufcstats.com/fighter-details/b6b12014698cc345
1854,cj,marsh,Not Available,177.8,170.0,182.88,not available,1900-01-01,5,7,0,0.0,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
1853,eliot,marshall,Fire,187.96,205.0,195.58,orthodox,1980-07-07,10,4,0,0.0,http://ufcstats.com/fighter-details/a08d909a5be6f410
1852,doug,marshall,The Rhino,177.8,205.0,182.88,orthodox,1975-09-09,18,8,0,0.0,http://ufcstats.com/fighter-details/0c1773639c795466
1851,david,marshall,Not Available,187.96,170.0,182.88,not available,1984-08-24,8,4,0,0.0,http://ufcstats.com/fighter-details/0a2813f89a758ff7
1850,francis,marshall,Fire,175.26,145.0,182.88,orthodox,1999-03-03,7,2,0,0.0,http://ufcstats.com/fighter-details/5d495dec23d7c68e
1849,jack,marshman,The Hammer,182.88,185.0,185.42,orthodox,1989-12-19,23,10,0,0.0,http://ufcstats.com/fighter-details/045f25b3a4c08e81
1848,terry,martin,Not Available,172.72,185.0,180.34,orthodox,1980-10-10,23,11,0,0.0,http://ufcstats.com/fighter-details/6a92caba39b64752
1847,eric,martin,Not Available,177.8,170.0,182.88,not available,1900-01-01,0,1,0,0.0,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
1846,justin,martin,Not Available,182.88,185.0,182.88,not available,1900-01-01,4,3,0,0.0,http://ufcstats.com/fighter-details/3da19339ee7051d5
1845,dave,martin,Not Available,182.88,205.0,182.88,not available,1900-01-01,0,2,0,0.0,http://ufcstats.com/fighter-details/92c96df8bdab5fea
1844,joe,martin,Not Available,175.26,170.0,182.88,not available,1900-01-01,6,8,0,0.0,http://ufcstats.com/fighter-details/325550dab63fb25a
1843,anthony,rocco martin,Not Available,182.88,170.0,185.42,orthodox,1989-12-11,17,6,0,0.0,http://ufcstats.com/fighter-details/5331b25a60417ffb
1842,mallory,martin,Not Available,162.56,115.0,160.02,orthodox,1994-01-29,7,5,0,0.0,http://ufcstats.com/fighter-details/19b7738321cfae42
1841,michal,martinek,Not Available,187.96,230.0,182.88,southpaw,1990-04-19,7,1,0,0.0,http://ufcstats.com/fighter-details/9acf42aebe9bb895
1840,rainy,martinez,Not Available,182.88,199.0,182.88,orthodox,1900-01-01,0,2,0,0.0,http://ufcstats.com/fighter-details/577ec7e108b94be3
1839,danny,martinez,The Gremlin,167.64,125.0,170.18,orthodox,1985-06-14,21,8,0,0.0,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
1838,alonzo,martinez,Zo Diddy,177.8,155.0,182.88,not available,1984-04-22,42,20,1,0.0,http://ufcstats.com/fighter-details/feffee4fc6da3aa3
1837,henry,martinez,Sicario,170.18,155.0,175.26,southpaw,1983-08-07,9,4,0,0.0,http://ufcstats.com/fighter-details/76729a829623e266
1836,jonathan,martinez,Dragon,172.72,135.0,177.8,southpaw,1994-04-20,18,4,0,0.0,http://ufcstats.com/fighter-details/f2477cf43c4975cc
1835,poppies,martinez,The Tachi Kid,175.26,145.0,182.88,not available,1983-08-19,29,11,0,0.0,http://ufcstats.com/fighter-details/8851bb0418d27d28
1834,andrew,martinez,Mickey D,175.26,215.0,182.88,not available,1900-01-01,9,6,0,0.0,http://ufcstats.com/fighter-details/f8c2aba4815876b5
1833,mana,martinez,ManaBoi,177.8,135.0,177.8,orthodox,1996-03-25,10,4,0,0.0,http://ufcstats.com/fighter-details/c0386644627a7ee5
1832,victor,martinez,The Brick,172.72,155.0,177.8,orthodox,1991-07-17,13,5,0,0.0,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
1831,roque,martinez,Not Available,177.8,250.0,182.88,orthodox,1986-03-04,15,8,2,0.0,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
1830,melissa,martinez,Super Mely,157.48000000000002,115.0,167.64,southpaw,1997-08-18,7,1,0,0.0,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
1829,wagner,da conceicao martins,Zuluzinho,200.66,390.0,182.88,orthodox,1978-05-19,9,8,0,1.0,http://ufcstats.com/fighter-details/563d051c9e769b24
1828,adriano,martins,Not Available,177.8,155.0,182.88,southpaw,1982-12-16,28,9,0,0.0,http://ufcstats.com/fighter-details/7dcf06c1967801c1
1827,lucas,martins,Mineiro,182.88,145.0,182.88,southpaw,1988-11-11,19,3,0,0.0,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
1826,max,martyniouk,Payne,177.8,155.0,182.88,not available,1900-01-01,1,1,0,0.0,http://ufcstats.com/fighter-details/69d3fa376ff2595e
1825,bristol,marunde,Not Available,185.42,170.0,190.5,orthodox,1982-04-20,16,10,0,0.0,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
1824,shoji,maruyama,Not Available,170.18,139.0,182.88,orthodox,1983-04-24,12,9,1,0.0,http://ufcstats.com/fighter-details/c046100aea0dba9a
1823,kazuma,maruyama,Gluttony,180.34,155.0,182.88,orthodox,1992-07-19,11,7,0,0.0,http://ufcstats.com/fighter-details/aa1a873d05acc7eb
1822,mike,massenzio,The Master of Disaster,187.96,185.0,185.42,southpaw,1982-11-01,13,9,0,0.0,http://ufcstats.com/fighter-details/5b2d7906aa894274
1821,jameel,massouh,Not Available,177.8,145.0,182.88,orthodox,1984-09-12,26,9,0,0.0,http://ufcstats.com/fighter-details/883922e5cd6d8473
1820,tiffany,masters,Rainbow Renegade,160.02,115.0,165.1,orthodox,1994-07-31,2,1,0,0.0,http://ufcstats.com/fighter-details/ca743f96dd2063d5
