fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
4107,tom,aaron,Not Available,177.8,155.0,182.88,not available,1978-07-13,5,3,0,0.0,http://ufcstats.com/fighter-details/93fe7332d16c6ad9
4106,danny,abbadi,The Assassin,180.34,155.0,182.88,orthodox,1983-07-03,4,6,0,0.0,http://ufcstats.com/fighter-details/15df64c02b6b0fde
4105,nariman,abbasov,Bayraktar,172.72,155.0,167.64,orthodox,1994-02-01,28,4,0,0.0,http://ufcstats.com/fighter-details/59a9d6dac61c2540
4104,david,abbott,Tank,182.88,265.0,182.88,switch,1900-01-01,10,15,0,0.0,http://ufcstats.com/fighter-details/b361180739bed4b0
4103,hamdy,abdelwahab,The Hammer,187.96,264.0,182.88,southpaw,1993-01-22,5,0,0,1.0,http://ufcstats.com/fighter-details/3329d692aea4dc28
4102,shamil,abdurakhimov,Abrek,190.5,235.0,193.04,orthodox,1981-09-02,20,8,0,0.0,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
4101,hiroyuki,abe,Abe Ani,167.64,145.0,182.88,orthodox,1900-01-01,8,15,3,1.0,http://ufcstats.com/fighter-details/c0ed7b208197e8de
4100,daichi,abe,Not Available,180.34,170.0,180.34,orthodox,1991-11-27,6,2,0,0.0,http://ufcstats.com/fighter-details/5140122c3eecd307
4099,papy,abedi,Makambo,180.34,185.0,182.88,southpaw,1978-06-30,10,4,0,0.0,http://ufcstats.com/fighter-details/c9f6385af6df66d7
4098,ricardo,abreu,Demente,180.34,185.0,182.88,orthodox,1984-04-27,5,1,0,0.0,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
4097,klidson,abreu,White Bear,182.88,205.0,187.96,orthodox,1992-12-24,15,4,0,1.0,http://ufcstats.com/fighter-details/7279654c7674cd24
4096,cyborg,abreu,Not Available,177.8,170.0,182.88,not available,1980-12-20,0,0,0,0.0,http://ufcstats.com/fighter-details/f689bd7bbd14b392
4095,daniel,acacio,Not Available,172.72,180.0,182.88,orthodox,1977-12-27,30,18,0,0.0,http://ufcstats.com/fighter-details/1c5879330d42255f
4094,john,adajar,The Outlaw,175.26,170.0,190.5,orthodox,1991-06-22,6,2,0,0.0,http://ufcstats.com/fighter-details/989b85f6540c86b1
4093,scott,adams,Not Available,182.88,225.0,182.88,southpaw,1900-01-01,8,1,0,0.0,http://ufcstats.com/fighter-details/2620f3eb21c79614
4092,juan,adams,The Kraken,195.58,265.0,203.2,orthodox,1992-01-16,5,3,0,0.0,http://ufcstats.com/fighter-details/83b00f7597e5ac83
4091,anthony,adams,Sugafoot,185.42,185.0,193.04,orthodox,1988-01-13,8,2,0,0.0,http://ufcstats.com/fighter-details/a77633a989013265
4090,zarrukh,adashev,The Lion,165.1,125.0,165.1,southpaw,1992-07-29,4,4,0,0.0,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
4089,israel,adesanya,The Last Stylebender,193.04,185.0,203.2,switch,1989-07-22,24,3,0,0.0,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
4088,sam,adkins,The Experience,190.5,225.0,182.88,orthodox,1965-04-26,7,20,2,0.0,http://ufcstats.com/fighter-details/0e9869d712e81f8f
4087,nick,agallar,Not Available,172.72,155.0,182.88,orthodox,1979-01-13,24,6,0,0.0,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb
4086,mariya,agapova,Demonslayer,167.64,125.0,172.72,southpaw,1997-04-07,10,4,0,0.0,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
4085,marcelo,aguiar,Not Available,177.8,170.0,182.88,orthodox,1900-01-01,2,3,1,0.0,http://ufcstats.com/fighter-details/44aa652b181bcf68
4084,fabio,aguiar,Not Available,182.88,185.0,182.88,not available,1988-02-10,17,1,0,0.0,http://ufcstats.com/fighter-details/501821d7fb7b95c1
4083,edwin,aguilar,Tigre,177.8,185.0,182.88,not available,1900-01-01,26,19,0,1.0,http://ufcstats.com/fighter-details/6cadc0a0ba7dc015
4082,jessica,aguilar,Jag,160.02,115.0,160.02,orthodox,1982-05-08,20,8,0,0.0,http://ufcstats.com/fighter-details/8f382b3baa954d2a
4081,kevin,aguilar,Angel of Death,170.18,155.0,185.42,orthodox,1988-09-07,17,5,0,0.0,http://ufcstats.com/fighter-details/cf946e03ba2e7666
4080,jesus,aguilar,Not Available,162.56,125.0,157.48,orthodox,1996-03-13,9,2,0,0.0,http://ufcstats.com/fighter-details/c051c2e12d692b8a
4079,christian,aguilera,The Beast,175.26,170.0,182.88,switch,1991-11-25,14,8,0,0.0,http://ufcstats.com/fighter-details/ae071698e1a3ccd4
4078,nick,aguirre,Slick,175.26,135.0,187.96,southpaw,1996-01-15,7,1,0,0.0,http://ufcstats.com/fighter-details/0978385b2bd9ef9b
4077,mike,aina,Iron,175.26,155.0,182.88,orthodox,1900-01-01,14,6,1,1.0,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a
4076,ashiek,ajim,Peak Physique,172.72,135.0,180.34,switch,1994-06-19,6,2,0,0.0,http://ufcstats.com/fighter-details/49dea784f6cfed71
4075,hitomi,akano,Girlfight Monster,162.56,135.0,182.88,southpaw,1974-07-27,18,10,0,0.0,http://ufcstats.com/fighter-details/2eada40ac8801559
4074,omari,akhmedov,Wolverine,182.88,185.0,185.42,orthodox,1987-10-12,21,6,1,0.0,http://ufcstats.com/fighter-details/16690d100f995f8f
4073,yoshihiro,akiyama,Not Available,177.8,170.0,190.5,orthodox,1975-07-29,14,6,0,2.0,http://ufcstats.com/fighter-details/b0550072e5f0afa7
4072,rostem,akman,Not Available,177.8,170.0,182.88,switch,1991-12-19,6,2,0,0.0,http://ufcstats.com/fighter-details/1fc64507a0cb38cf
4071,razak,al-hassan,Not Available,187.96,205.0,182.88,orthodox,1982-05-14,13,5,0,0.0,http://ufcstats.com/fighter-details/38b50fd1e1b5b656
4070,abdul-kareem,al-selwady,Pride of Palestine,172.72,155.0,175.26,orthodox,1995-04-10,15,3,0,0.0,http://ufcstats.com/fighter-details/597499ac7a5aac62
4069,mostapha,al-turk,Not Available,187.96,245.0,195.58,orthodox,1973-07-14,6,6,0,0.0,http://ufcstats.com/fighter-details/1cf1310684a841f5
4068,herdem,alacabek,Not Available,187.96,205.0,190.5,orthodox,1991-06-07,5,1,0,0.0,http://ufcstats.com/fighter-details/7578cc6bd750206b
4067,javi,alanis,Not Available,167.64,135.0,182.88,not available,1900-01-01,0,4,0,0.0,http://ufcstats.com/fighter-details/2144954270be834d
4066,alatengheili,unknown,The Mongolian Knight,165.1,135.0,167.64,orthodox,1991-12-14,16,8,2,0.0,http://ufcstats.com/fighter-details/1897b7b913736a7c
4065,amir,albazi,The Prince,165.1,125.0,172.72,orthodox,1993-10-27,17,1,0,0.0,http://ufcstats.com/fighter-details/6d35bf94f7d30241
4064,brett,albee,Not Available,177.8,225.0,182.88,not available,1900-01-01,3,2,0,0.0,http://ufcstats.com/fighter-details/9b28292abe3166d5
4063,john,albert,Prince,172.72,135.0,172.72,orthodox,1986-10-13,6,5,0,0.0,http://ufcstats.com/fighter-details/7bd94b60d7521e4a
4062,junior,albini,Baby,190.5,264.0,187.96,orthodox,1991-03-15,14,6,0,0.0,http://ufcstats.com/fighter-details/c482c8605455a213
4061,wes,albritton,Not Available,177.8,188.0,182.88,orthodox,1900-01-01,0,1,0,0.0,http://ufcstats.com/fighter-details/184b955181bdef52
4060,aleksandra,albu,Stitch,157.48000000000002,115.0,160.02,orthodox,1990-07-14,3,2,0,0.0,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
4059,israel,albuquerque,Not Available,177.8,185.0,182.88,orthodox,1900-01-01,0,3,0,0.0,http://ufcstats.com/fighter-details/dd1b90eea08887f6
4058,juan,alcain,Not Available,177.8,170.0,182.88,not available,1900-01-01,1,2,0,0.0,http://ufcstats.com/fighter-details/39f62b833e4cf126
4057,iuri,alcantara,Marajo,175.26,135.0,180.34,southpaw,1980-08-04,35,10,0,1.0,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
4056,ildemar,alcantara,Marajo,187.96,185.0,198.12,orthodox,1982-11-18,21,11,0,0.0,http://ufcstats.com/fighter-details/7c6e87729e824ef4
4055,alfonso,alcarez,Not Available,160.02,145.0,182.88,not available,1970-06-10,1,3,1,0.0,http://ufcstats.com/fighter-details/1e38bba6738b7b10
4054,gilbert,aldana,El Peligro,185.42,250.0,182.88,orthodox,1977-08-25,6,2,0,0.0,http://ufcstats.com/fighter-details/d26934530dc5b248
4053,irene,aldana,Not Available,175.26,135.0,172.72,orthodox,1988-03-26,14,7,0,0.0,http://ufcstats.com/fighter-details/578ef12674df1e6a
4052,hector,aldana,Not Available,180.34,170.0,182.88,orthodox,1988-08-17,4,3,0,0.0,http://ufcstats.com/fighter-details/c487223b0289bda9
4051,jose,alday,Pochito,170.18,135.0,172.72,orthodox,1991-09-14,14,6,1,0.0,http://ufcstats.com/fighter-details/7460ddef986d3144
4050,jose,aldo,Not Available,170.18,135.0,177.8,orthodox,1986-09-09,31,8,0,0.0,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
4049,jj,aldrich,Not Available,165.1,125.0,170.18,southpaw,1992-09-29,12,6,0,0.0,http://ufcstats.com/fighter-details/6fd953151d981979
4048,irina,alekseeva,Russian Ronda,172.72,135.0,170.18,orthodox,1990-06-27,5,1,0,0.0,http://ufcstats.com/fighter-details/103e2e33a60683e1
4047,talita,alencar,Not Available,154.94,115.0,147.32,orthodox,1990-10-17,4,0,1,0.0,http://ufcstats.com/fighter-details/d35298b6df168456
4046,jim,alers,The Beast,175.26,145.0,180.34,orthodox,1986-10-14,13,3,0,1.0,http://ufcstats.com/fighter-details/fe5a9547479396ab
4045,john,alessio,The Natural,177.8,155.0,182.88,orthodox,1979-07-05,35,17,0,2.0,http://ufcstats.com/fighter-details/7a15f3694c5cbc02
4044,houston,alexander,The Assassin,182.88,205.0,182.88,orthodox,1972-03-22,17,15,1,2.0,http://ufcstats.com/fighter-details/0541480fbf719d86
4043,kenneth,alexander,The Machine,175.26,155.0,182.88,orthodox,1977-09-25,7,6,0,1.0,http://ufcstats.com/fighter-details/8fd76e1b49c00ae2
4042,lucas,alexander,The Lion,180.34,145.0,185.42,orthodox,1995-07-28,8,3,0,0.0,http://ufcstats.com/fighter-details/11583163f45c7b31
4041,marcio,alexandre junior,Lyoto,182.88,185.0,190.5,southpaw,1989-05-05,17,4,0,0.0,http://ufcstats.com/fighter-details/d53482bef23235ba
4040,olaf,alfonso,Not Available,187.96,170.0,182.88,orthodox,1974-08-06,8,12,0,0.0,http://ufcstats.com/fighter-details/b757c73f443d4fca
4039,pablo,alfonso,The Hurricane,172.72,145.0,182.88,not available,1983-05-09,9,7,0,0.0,http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1
4038,levi,alford,Not Available,177.8,170.0,182.88,not available,1900-01-01,1,7,0,0.0,http://ufcstats.com/fighter-details/41b34b7f11f6d085
4037,bill,algeo,Senor Perfecto,182.88,145.0,185.42,switch,1989-06-09,17,7,0,0.0,http://ufcstats.com/fighter-details/9abc648e76c4493a
4036,royce,alger,Not Available,177.8,199.0,182.88,orthodox,1900-01-01,3,2,0,0.0,http://ufcstats.com/fighter-details/669a3cb6e394f515
4035,amir,aliakbari,Not Available,190.5,250.0,182.88,not available,1984-06-10,10,1,0,0.0,http://ufcstats.com/fighter-details/e17770faae3ca54c
4034,sultan,aliev,Not Available,180.34,170.0,187.96,orthodox,1984-09-17,15,3,0,0.0,http://ufcstats.com/fighter-details/e70de1859b7ee78e
4033,nurullo,aliev,Tajik Eagle,177.8,155.0,182.88,orthodox,2000-12-08,9,0,0,0.0,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9
4032,ikram,aliskerov,Not Available,182.88,185.0,193.04,southpaw,1992-12-07,14,1,0,0.0,http://ufcstats.com/fighter-details/b07aed698fba8624
4031,leon,aliu,The Albanian Lion,182.88,185.0,187.96,orthodox,1989-07-14,10,2,0,0.0,http://ufcstats.com/fighter-details/6db394bf6c3b017c
4030,john,allan,Not Available,185.42,205.0,190.5,orthodox,1993-02-22,13,7,0,1.0,http://ufcstats.com/fighter-details/6ebe96a116e79e52
4029,george,allen,Not Available,187.96,205.0,182.88,open_stance,1967-01-13,13,19,2,0.0,http://ufcstats.com/fighter-details/1e13936d708bcff7
4028,arnold,allen,Almighty,172.72,145.0,177.8,southpaw,1994-01-22,19,2,0,0.0,http://ufcstats.com/fighter-details/040a74bb0a465c54
4027,brendan,allen,All In,187.96,185.0,190.5,orthodox,1995-12-28,22,5,0,0.0,http://ufcstats.com/fighter-details/2f181c0467965b98
4026,daniel,allen,Not Available,182.88,155.0,190.5,southpaw,1992-08-10,5,0,0,0.0,http://ufcstats.com/fighter-details/adf9a901308fb8e3
4025,ben,alloway,Blanco,180.34,170.0,193.04,orthodox,1981-02-19,18,8,0,0.0,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
4024,assu,almabayev,Zulfikar,162.56,125.0,165.1,orthodox,1994-01-25,18,2,0,0.0,http://ufcstats.com/fighter-details/8d3273573b85be09
4023,ricardo,almeida,Big Dog,182.88,170.0,187.96,orthodox,1976-11-29,13,5,0,0.0,http://ufcstats.com/fighter-details/91186547a7f3f758
4022,magno,almeida,Not Available,182.88,155.0,182.88,not available,1985-06-06,10,3,0,1.0,http://ufcstats.com/fighter-details/d615d6a10a4704cd
4021,thomas,almeida,Thominhas,170.18,145.0,177.8,southpaw,1991-07-31,22,5,0,0.0,http://ufcstats.com/fighter-details/2b074403b7c6cdb4
4020,ericka,almeida,Not Available,167.64,115.0,182.88,orthodox,1989-03-05,7,3,0,0.0,http://ufcstats.com/fighter-details/67a992d4cff22466
4019,estefani,almeida,Not Available,162.56,125.0,182.88,orthodox,1988-10-17,7,3,0,0.0,http://ufcstats.com/fighter-details/f16ddfa31236efed
4018,jailton,almeida,Malhadinho,190.5,205.0,200.66,orthodox,1991-06-26,19,2,0,0.0,http://ufcstats.com/fighter-details/41e83a89929d1327
4017,lucas,almeida,Not Available,180.34,145.0,180.34,orthodox,1991-01-31,14,2,0,0.0,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
4016,cesar,almeida,Cesinha,185.42,185.0,187.96,orthodox,1988-03-23,4,0,0,0.0,http://ufcstats.com/fighter-details/64d47ef881a437a4
4015,mauricio,alonso,Not Available,187.96,170.0,182.88,not available,1980-02-27,13,7,0,1.0,http://ufcstats.com/fighter-details/c6bf75775b278ed8
4014,sarah,alpar,Too Sweet,162.56,135.0,160.02,southpaw,1991-06-01,9,6,0,0.0,http://ufcstats.com/fighter-details/49b130de1da2e1bf
4013,ali,alqaisi,The Royal Fighter,167.64,135.0,172.72,orthodox,1990-09-23,8,5,0,0.0,http://ufcstats.com/fighter-details/e87a13e02c01331d
4012,rico,altamirano,Not Available,177.8,170.0,182.88,not available,1900-01-01,4,3,0,0.0,http://ufcstats.com/fighter-details/c61b49cec6abd6b9
4011,victor,altamirano,El Magnifico,172.72,125.0,177.8,switch,1991-01-23,12,3,0,0.0,http://ufcstats.com/fighter-details/dc7927cd622676a7
4010,mike,altman,Not Available,177.8,185.0,182.88,orthodox,1900-01-01,1,4,0,0.0,http://ufcstats.com/fighter-details/c11036da9162cb5f
4009,patricia,alujas,The Angel,162.56,115.0,162.56,orthodox,1996-05-08,9,3,0,0.0,http://ufcstats.com/fighter-details/430c533614d45813
4008,sean,alvarez,Not Available,182.88,235.0,182.88,orthodox,1971-07-14,4,3,0,0.0,http://ufcstats.com/fighter-details/e741536153227386
4007,eddie,alvarez,Not Available,175.26,155.0,175.26,orthodox,1984-01-11,29,6,0,1.0,http://ufcstats.com/fighter-details/33a331684283900f
4006,jaime,alvarez,Not Available,172.72,125.0,175.26,orthodox,1988-03-08,6,1,0,0.0,http://ufcstats.com/fighter-details/4438482bd1d5a029
4005,joel,alvarez,El Fenomeno,190.5,155.0,195.58,orthodox,1993-03-02,20,3,0,0.0,http://ufcstats.com/fighter-details/58bbef3770bb2dfc
4004,thiago,alves,Pitbull,175.26,170.0,177.8,orthodox,1983-10-03,23,15,0,0.0,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
4003,anthony,alves,Not Available,177.8,170.0,182.88,not available,1900-01-01,1,4,0,0.0,http://ufcstats.com/fighter-details/bd92cf5da5413d2a
4002,amilcar,alves,Not Available,182.88,170.0,182.88,southpaw,1988-08-08,15,12,0,0.0,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc
4001,warlley,alves,Not Available,180.34,170.0,182.88,orthodox,1991-01-04,15,6,0,0.0,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
4000,rafael,alves,The Turn,172.72,155.0,172.72,orthodox,1990-11-14,20,12,0,0.0,http://ufcstats.com/fighter-details/029afd138865d20a
3999,sam,alvey,Smile'N,187.96,185.0,190.5,southpaw,1986-05-06,33,18,1,1.0,http://ufcstats.com/fighter-details/d156513a19acf856
3998,andre,amado,Dida,182.88,154.0,182.88,orthodox,1900-01-01,6,4,1,0.0,http://ufcstats.com/fighter-details/20821819c401ced8
3997,adlan,amagov,Borz,187.96,170.0,193.04,orthodox,1986-10-30,14,2,1,0.0,http://ufcstats.com/fighter-details/1e327b281ef6a745
3996,maiara,amanajas dos santos,Not Available,165.1,115.0,182.88,southpaw,1987-07-11,7,3,0,0.0,http://ufcstats.com/fighter-details/247fbbfafea60bb1
3995,rayanne,amanda,Not Available,157.48000000000002,115.0,157.48,orthodox,1995-06-08,11,6,0,0.0,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
3994,chris,amarante,Not Available,177.8,185.0,182.88,not available,1900-01-01,2,0,0,0.0,http://ufcstats.com/fighter-details/ee0b69e307c857e5
3993,jimmy,ambriz,The Titan,187.96,315.0,182.88,southpaw,1970-01-26,17,21,1,0.0,http://ufcstats.com/fighter-details/c912f676692c353a
3992,jj,ambrose,Not Available,177.8,170.0,182.88,orthodox,1900-01-01,28,7,0,2.0,http://ufcstats.com/fighter-details/d562b12b8fe88336
3991,alen,amedovski,Not Available,177.8,185.0,187.96,orthodox,1988-04-06,8,4,0,0.0,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
3990,hyder,amil,The Hurricane,175.26,145.0,177.8,switch,1990-05-28,8,0,0,0.0,http://ufcstats.com/fighter-details/41cc71cbf210e0fe
3989,makwan,amirkhani,Mr. Finland,177.8,145.0,182.88,southpaw,1988-11-08,17,9,0,0.0,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
3988,jaqueline,amorim,Not Available,160.02,115.0,172.72,orthodox,1995-06-24,7,1,0,0.0,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
3987,bertrand,amoussou,Not Available,172.72,190.0,182.88,orthodox,1900-01-01,1,1,0,0.0,http://ufcstats.com/fighter-details/53adf5b845d91e4a
3986,karl,amoussou,The Psycho,180.34,185.0,182.88,orthodox,1985-11-21,27,7,2,0.0,http://ufcstats.com/fighter-details/23a8c33869bf5392
3985,eryk,anders,Ya Boi,185.42,185.0,190.5,southpaw,1987-04-21,15,8,0,1.0,http://ufcstats.com/fighter-details/cad24459b28592ca
3984,matt,andersen,Not Available,187.96,230.0,182.88,southpaw,1971-05-29,14,8,1,0.0,http://ufcstats.com/fighter-details/8738eacd62e82a32
3983,andy,anderson,The Hammer,167.64,240.0,182.88,not available,1974-07-16,0,1,0,0.0,http://ufcstats.com/fighter-details/9199e0735b83dd32
3982,lowell,anderson,Not Available,167.64,160.0,182.88,orthodox,1900-01-01,0,1,0,0.0,http://ufcstats.com/fighter-details/1ffc38f67785797b
3981,corey,anderson,Overtime,190.5,205.0,200.66,orthodox,1989-09-22,14,5,0,0.0,http://ufcstats.com/fighter-details/5e4eec08896c9423
3980,derek,anderson,Barbaric,182.88,155.0,182.88,not available,1990-02-02,14,3,0,1.0,http://ufcstats.com/fighter-details/19ba965651486013
3979,megan,anderson,Not Available,182.88,145.0,182.88,orthodox,1990-02-11,11,5,0,0.0,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1
3978,tatsuya,ando,Not Available,177.8,135.0,182.88,not available,1990-04-26,13,3,1,0.0,http://ufcstats.com/fighter-details/17615148dd4be6f6
3977,alex,andrade,El Toro,180.34,200.0,182.88,orthodox,1974-05-14,10,5,0,0.0,http://ufcstats.com/fighter-details/1562b12763cc8d67
3976,jessica,andrade,Bate Estaca,154.94,115.0,157.48,orthodox,1991-09-25,24,12,0,0.0,http://ufcstats.com/fighter-details/6a1901c62ab3870f
3975,viscardi,andrade,Not Available,180.34,170.0,190.5,orthodox,1984-03-08,19,6,0,0.0,http://ufcstats.com/fighter-details/d221ee27afc7a60e
3974,jermaine,andre,Not Available,170.18,200.0,182.88,orthodox,1900-01-01,14,4,0,0.0,http://ufcstats.com/fighter-details/9bad58fa651d6196
3973,juan,andres luna,Not Available,170.18,125.0,182.88,orthodox,1995-08-20,12,1,0,0.0,http://ufcstats.com/fighter-details/1fd9f744105024a8
3972,fellipe,andrew,Not Available,177.8,170.0,182.88,not available,1994-10-24,0,0,0,0.0,http://ufcstats.com/fighter-details/7977fb0fd9c5955d
3971,dylan,andrews,The Villain,185.42,185.0,187.96,switch,1979-11-15,18,7,0,1.0,http://ufcstats.com/fighter-details/00debc804e2b1cd4
3970,reese,andy,Riptide,182.88,205.0,182.88,orthodox,1973-03-31,7,3,0,0.0,http://ufcstats.com/fighter-details/46e2ca71fd5089cb
3969,angga,unknown,The Hitman,170.18,145.0,172.72,orthodox,1989-01-13,13,3,0,0.0,http://ufcstats.com/fighter-details/d6a3e131ad4ba064
3968,julius,anglickas,Not Available,190.5,205.0,182.88,orthodox,1991-07-23,5,1,0,0.0,http://ufcstats.com/fighter-details/e20ad078a7d63361
3967,collin,anglin,Not Available,175.26,145.0,180.34,orthodox,1993-02-20,8,3,0,0.0,http://ufcstats.com/fighter-details/047a91d3d9c79b05
3966,chad,anheliger,The Monster,167.64,135.0,162.56,orthodox,1986-12-01,12,6,0,0.0,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
3965,yoji,anjo,Mr. 200%,180.34,205.0,182.88,orthodox,1967-03-28,0,5,1,0.0,http://ufcstats.com/fighter-details/e06fd1260ac865a7
3964,magomed,ankalaev,Not Available,190.5,205.0,190.5,orthodox,1992-06-02,18,1,1,0.0,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
3963,gadzhimurad,antigulov,Not Available,180.34,205.0,177.8,orthodox,1987-02-09,20,8,0,0.0,http://ufcstats.com/fighter-details/af997f7611673880
3962,adam,antolin,Captain Chaos,165.1,125.0,160.02,orthodox,1982-02-28,12,3,0,0.0,http://ufcstats.com/fighter-details/25b31165758402dd
3961,angelo,antonio,Not Available,177.8,205.0,182.88,orthodox,1900-01-01,1,4,0,0.0,http://ufcstats.com/fighter-details/dbd198f780286aca
3960,azunna,anyanwu,Zulu,185.42,251.0,182.88,orthodox,1981-08-05,14,5,0,0.0,http://ufcstats.com/fighter-details/78d48d3874dacafd
3959,shinsho,anzai,Animal,170.18,170.0,177.8,orthodox,1985-12-01,10,3,0,0.0,http://ufcstats.com/fighter-details/4665f9f909cd7214
3958,shinya,aoki,Tobikan Judan,180.34,154.0,182.88,southpaw,1983-05-09,39,7,0,1.0,http://ufcstats.com/fighter-details/79ded75550efc139
3957,aoriqileng,unknown,The Mongolian Murderer,170.18,135.0,175.26,orthodox,1993-06-25,24,10,0,0.0,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
3956,josh,appelt,Not Available,177.8,255.0,182.88,southpaw,1983-06-19,15,7,0,0.0,http://ufcstats.com/fighter-details/0c1a04afca64e38f
3955,erik,apple,Not Available,182.88,170.0,182.88,orthodox,1977-08-26,10,3,0,0.0,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb
3954,kenji,arai,Not Available,177.8,145.0,182.88,southpaw,1979-10-05,15,15,5,0.0,http://ufcstats.com/fighter-details/269d103c96a4c3a5
3953,romie,aram,Not Available,177.8,170.0,182.88,orthodox,1977-12-02,7,1,0,0.0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
3952,felipe,arantes,Sertanejo,172.72,135.0,185.42,orthodox,1988-02-09,18,10,1,2.0,http://ufcstats.com/fighter-details/71002dbc1743b9a7
3951,igor,araujo,Not Available,185.42,170.0,195.58,orthodox,1980-12-06,25,9,0,1.0,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
3950,viviane,araujo,Vivi,162.56,125.0,172.72,orthodox,1986-11-21,11,5,0,0.0,http://ufcstats.com/fighter-details/36541f1e6c5d4955
3949,julio,arce,Not Available,170.18,135.0,177.8,southpaw,1989-10-27,18,6,0,0.0,http://ufcstats.com/fighter-details/1291edf2d566a71a
3948,art,arciniega,King Arthur,172.72,145.0,182.88,not available,1981-10-15,15,7,0,0.0,http://ufcstats.com/fighter-details/d25e39e74efb0a77
3947,tristan,arenal,Not Available,177.8,155.0,182.88,not available,1900-01-01,7,4,0,0.0,http://ufcstats.com/fighter-details/9c9455912d917e4e
3946,gabriel,arges,Not Available,177.8,170.0,182.88,not available,1993-01-29,0,0,0,0.0,http://ufcstats.com/fighter-details/db3c4a884d704efe
3945,dan,argueta,The Determined,170.18,135.0,172.72,southpaw,1993-08-13,9,2,0,1.0,http://ufcstats.com/fighter-details/e4ba58725825412d
3944,reza,arianto,The Crazy Lion,177.8,155.0,182.88,not available,1900-01-01,5,0,0,0.0,http://ufcstats.com/fighter-details/90063913321e7670
3943,hashem,arkhagha,Not Available,187.96,185.0,190.5,orthodox,1989-09-11,6,1,0,0.0,http://ufcstats.com/fighter-details/9a7ffa80766caa51
3942,andrei,arlovski,The Pitbull,190.5,240.0,195.58,orthodox,1979-02-04,34,22,0,2.0,http://ufcstats.com/fighter-details/3738e68d2261e60f
3941,garrett,armfield,Not Available,167.64,135.0,177.8,orthodox,1996-10-09,9,3,0,0.0,http://ufcstats.com/fighter-details/1effd880e1f1bb30
3940,joey,armstrong,Not Available,177.8,170.0,182.88,not available,1900-01-01,5,2,0,0.0,http://ufcstats.com/fighter-details/30ad2050273d016a
3939,austin,arnett,Not Available,182.88,145.0,182.88,orthodox,1991-10-22,16,6,0,0.0,http://ufcstats.com/fighter-details/bf0e700106d00e55
3938,ricardo,arona,The Brazilian Tiger,180.34,205.0,182.88,orthodox,1978-07-17,14,5,0,0.0,http://ufcstats.com/fighter-details/05fbfe628658c538
3937,eli,aronov,The Israeli Tank,177.8,185.0,182.88,orthodox,1996-06-06,6,1,0,0.0,http://ufcstats.com/fighter-details/a90c200c3fbb22c4
3936,chalid,arrab,Die Faust,180.34,205.0,182.88,orthodox,1975-05-28,7,3,0,0.0,http://ufcstats.com/fighter-details/770b9d4813c25902
3935,akbarh,arreola,El Caballero,177.8,155.0,180.34,southpaw,1983-01-14,23,11,1,0.0,http://ufcstats.com/fighter-details/c136b2a8852da5bd
3934,matt,arroyo,No Regard,177.8,170.0,182.88,orthodox,1982-09-01,3,3,0,0.0,http://ufcstats.com/fighter-details/de62052b2ede65ba
3933,antonio,arroyo,Not Available,190.5,185.0,185.42,orthodox,1989-07-01,9,5,0,0.0,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
3932,gilles,arsene,Not Available,175.26,190.0,182.88,southpaw,1900-01-01,1,1,0,0.0,http://ufcstats.com/fighter-details/2dea80c069847321
3931,veta,arteaga,Not Available,170.18,125.0,182.88,not available,1900-01-01,3,1,0,0.0,http://ufcstats.com/fighter-details/91e3388e69060e69
3930,cesar,arzamendia,Goku,180.34,155.0,182.88,orthodox,1991-01-31,8,3,0,0.0,http://ufcstats.com/fighter-details/49f78022126bf4a4
